Network,LocationName,Date,Time,Weather_Wind,Weather_Temperature,Weather_Sky,Weather_CountSeason,Weather_TemperatureUnits,Weather_BackgroundNoise,Researcher
NPSGULFCOASTNETWORK,BP 09,6/2/2014,5:56:00,0,74,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VF40,6/6/2016,5:56:00,0,72,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VM41,6/8/2016,5:56:00,0,67,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VM16,6/28/2017,5:56:00,0,70,2,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VF32,6/27/2020,5:56:00,0,75,2,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VO15,6/11/2010,5:57:00,0,74,1,PC,F,1,"Ayala, Andrea"
NPSGULFCOASTNETWORK,GUISFL18,6/16/2013,5:57:00,0,78.8,1,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,BP 30,5/28/2015,5:57:00,0,67,0,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VF36,6/7/2018,5:57:00,0,68,0,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VO08,5/30/2020,5:57:00,0,66,0,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VF42,5/26/2021,5:57:00,0,66,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VM27,5/5/2010,5:58:00,0,61,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VO10,5/7/2010,5:58:00,2,63,1,PC,F,1,"Ayala, Andrea"
NPSGULFCOASTNETWORK,VM28,5/28/2010,5:58:00,0,70,0,PC,F,0,"Ayala, Andrea"
NPSGULFCOASTNETWORK,VF36,6/5/2013,5:58:00,0,74,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,GUISMS12,6/6/2014,5:58:00,1,76,1,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,GUISFL23,5/6/2017,5:58:00,0,60,0,PC,F,1,"Rohnke, Adam"
NPSGULFCOASTNETWORK,GUISMS39,6/21/2019,5:58:00,0,82,2,PC,F,0,"Rohnke, Adam"
NPSGULFCOASTNETWORK,VF38,5/29/2020,5:58:00,0,68,1,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VF33,5/28/2021,5:58:00,0,74,2,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VO01,6/3/2010,5:59:00,0,75,0,PC,F,1,"Ayala, Andrea"
NPSGULFCOASTNETWORK,VM41,6/6/2012,5:59:00,0,68,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VM53,6/7/2016,5:59:00,0,67,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VE110,6/23/2010,6:00:00,0,85,2,PC,F,0,"Ayala, Andrea"
NPSGULFCOASTNETWORK,VM16,6/28/2010,6:00:00,0,78,0,PC,F,0,"Ayala, Andrea"
NPSGULFCOASTNETWORK,GUISMS33,6/19/2012,6:00:00,0,80.6,0,PC,F,1,"Walker,  Jake"
NPSGULFCOASTNETWORK,VO20,5/21/2014,6:00:00,2,65,0,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,GUISFL13,6/14/2014,6:00:00,0,68,0,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,GUISMS37,6/7/2017,6:00:00,0,72,3,PC,F,0,"Rohnke, Adam"
NPSGULFCOASTNETWORK,VM29,6/27/2017,6:00:00,0,66,1,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VF21,6/24/2010,6:01:00,0,81,1,PC,F,0,"Ayala, Andrea"
NPSGULFCOASTNETWORK,GUISFL47,6/24/2012,6:01:00,5,82.4,2,PC,F,0,"Walker,  Jake"
NPSGULFCOASTNETWORK,GUISMS29,6/4/2016,6:01:00,1,76,1,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,VM52,6/7/2010,6:02:00,0,74,0,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,GUISMS10,6/7/2016,6:02:00,2,74,2,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,VM25,6/26/2020,6:02:00,0,70,2,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VM16,5/20/2021,6:02:00,1,68,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VE102,6/18/2010,6:03:00,0,78,0,PC,F,0,"Ayala, Andrea"
NPSGULFCOASTNETWORK,GUISFL38,6/30/2012,6:03:00,1,82.4,0,PC,F,0,"Walker,  Jake"
NPSGULFCOASTNETWORK,GUISMS32,6/30/2019,6:03:00,0,75,1,PC,F,1,"Rohnke, Adam"
NPSGULFCOASTNETWORK,BP 20,5/28/2020,6:03:00,0,67,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,GUISFL29,6/2/2021,6:03:00,0,75,0,PC,F,2,"Rohnke, Adam"
NPSGULFCOASTNETWORK,VO09,5/17/2010,6:04:00,0,60,4,PC,F,0,"Ayala, Andrea"
NPSGULFCOASTNETWORK,VO15,5/18/2010,6:04:00,0,66,1,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VO01,5/25/2010,6:04:00,2,68,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VE119,6/9/2010,6:04:00,0,73,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,GUISFL29,6/23/2012,6:04:00,0,84.2,1,PC,F,1,"Walker,  Jake"
NPSGULFCOASTNETWORK,GUISMS31,6/8/2013,6:04:00,0,75.2,2,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,GUISFL41,6/23/2013,6:04:00,1,80.6,1,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,VO12,5/28/2015,6:04:00,1,66,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VM53,5/30/2019,6:04:00,0,72,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VF40,5/27/2010,6:05:00,0,70,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,GUISFL21,6/3/2021,6:05:00,0,74,2,PC,F,0,"Rohnke, Adam"
NPSGULFCOASTNETWORK,VM07,6/12/2019,6:06:00,1,61,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VM41,5/21/2021,6:06:00,2,69,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VO15,5/12/2010,6:07:00,0,65,1,PC,F,1,"Ayala, Andrea"
NPSGULFCOASTNETWORK,VF36,5/19/2010,6:07:00,3,64,0,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VO09,5/29/2013,6:07:00,0,65,1,PC,F,0,"Unknown, Unknown"
NPSGULFCOASTNETWORK,BP 15,5/28/2016,6:07:00,1,75,1,PC,F,1,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,BP 20,5/31/2019,6:07:00,0,73,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,BP 42,6/1/2019,6:07:00,0,75,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,BP 03,6/4/2019,6:07:00,0,74,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,BP 42,6/4/2021,6:07:00,0,74,2,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,GUISFL29,6/5/2021,6:07:00,0,75,2,PC,F,2,"Rohnke, Adam"
NPSGULFCOASTNETWORK,GUISMS13,6/20/2012,6:08:00,4,82.4,1,PC,F,0,"Walker,  Jake"
NPSGULFCOASTNETWORK,GUISMS29,6/1/2014,6:08:00,2,74,1,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,BP 03,6/4/2014,6:08:00,0,71,0,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VF29,5/27/2015,6:08:00,1,71,1,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,GUISMS13,6/2/2016,6:08:00,1,73,1,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,GUISFL20,6/12/2016,6:08:00,0,77,1,PC,F,1,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,VM39,6/25/2020,6:08:00,0,70,1,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,GUISFL33,6/17/2013,6:09:00,0,77,1,PC,F,1,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,BP 42,5/30/2020,6:09:00,0,71,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,BP 03,5/29/2021,6:09:00,0,67,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,BP 41,5/31/2021,6:09:00,0,65,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,BP 20,6/1/2021,6:09:00,0,69,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VF43,5/12/2010,6:10:00,0,68,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VF20,5/29/2010,6:10:00,1,68,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VM15,6/30/2010,6:10:00,0,73,3,PC,F,1,"Ayala, Andrea"
NPSGULFCOASTNETWORK,GUISMS37,6/7/2015,6:10:00,1,75,0,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,GUISFL36,6/15/2014,6:11:00,0,75,0,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,GUISFL05,5/8/2017,6:11:00,0,64,0,PC,F,0,"Rohnke, Adam"
NPSGULFCOASTNETWORK,BP 35,6/7/2017,6:11:00,3,75,0,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,GUISMS06,6/8/2017,6:11:00,3,71,1,PC,F,0,"Rohnke, Adam"
NPSGULFCOASTNETWORK,VM40,6/10/2010,6:12:00,0,80,1,PC,F,0,"Ayala, Andrea"
NPSGULFCOASTNETWORK,BP 36,6/4/2015,6:13:00,0,69,0,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,BP 03,6/12/2016,6:13:00,0,79,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,BP 20,5/30/2018,6:13:00,0,76,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,BP 03,5/23/2020,6:13:00,0,77,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,BP 03,5/29/2020,6:13:00,0,72,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VO01,5/3/2010,6:14:00,0,63,0,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,GUISMS32,6/22/2018,6:14:00,1,81,0,PC,F,1,"Rohnke, Adam"
NPSGULFCOASTNETWORK,GUISFL29,5/9/2019,6:14:00,2,77,0,PC,F,1,"Rohnke, Adam"
NPSGULFCOASTNETWORK,VE119,5/28/2020,6:14:00,0,65,0,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,GUISMS32,5/23/2021,6:14:00,0,65,0,PC,F,1,"Rohnke, Adam"
NPSGULFCOASTNETWORK,BP 20,5/25/2021,6:14:00,0,73,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VM28,5/27/2021,6:14:00,0,76,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,BP 15,5/27/2014,6:15:00,0,71,2,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,GUISFL23,6/13/2015,6:15:00,3,82,1,PC,F,1,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,GUISFL32,6/14/2015,6:15:00,0,79,1,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,VM07,6/6/2018,6:15:00,0,66,4,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,GUISFL26,5/14/2019,6:15:00,2,68,0,PC,F,0,"Rohnke, Adam"
NPSGULFCOASTNETWORK,VM16,6/13/2019,6:15:00,0,64,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VF36,5/19/2021,6:15:00,1,69,2,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VM14,5/28/2013,6:16:00,0,70,0,PC,F,NA,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VF36,5/20/2014,6:16:00,2,63,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VE113,6/29/2017,6:16:00,1,73,2,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VM39,6/7/2018,6:16:00,0,68,0,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,BP 03,5/30/2019,6:16:00,0,70,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VF03,5/26/2021,6:16:00,0,68,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,SAAN15,5/25/2010,6:17:00,2,73.4,2,PC,F,NA,"Sculley,  Mike"
NPSGULFCOASTNETWORK,VM16,6/6/2010,6:17:00,1,74,2,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VO20,6/7/2010,6:17:00,0,80,0,PC,F,0,"Ayala, Andrea"
NPSGULFCOASTNETWORK,VF36,5/31/2012,6:17:00,2,68,1,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,GUISMS13,6/5/2014,6:17:00,1,72,1,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,BP 09,6/10/2016,6:17:00,0,80,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,BP 30,6/10/2019,6:17:00,0,79,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,BP 25,5/28/2020,6:17:00,0,68,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VF12,6/26/2020,6:17:00,0,70,2,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VE119,5/23/2013,6:18:00,1,64,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,GUISFL02,6/22/2013,6:18:00,1,75.2,0,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,GUISMS19,6/4/2015,6:18:00,1,78,1,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,VF08,6/6/2016,6:18:00,0,72,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VM05,6/28/2017,6:18:00,0,70,2,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,GUISFL29,5/13/2019,6:18:00,1,70,2,PC,F,2,"Rohnke, Adam"
NPSGULFCOASTNETWORK,VM41,6/2/2010,6:19:00,0,78,0,PC,F,0,"Ayala, Andrea"
NPSGULFCOASTNETWORK,GUISMS24,6/28/2012,6:19:00,2,82.4,1,PC,F,0,"Walker,  Jake"
NPSGULFCOASTNETWORK,BP 29,5/31/2017,6:19:00,0,74,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,TC06,5/26/2019,6:19:00,0,67,1,PC,F,0,"Swanson, Erin"
NPSGULFCOASTNETWORK,SAAN28,6/13/2020,6:19:00,0,67,0,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN28,6/13/2020,6:19:00,0,67,0,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,VM28,6/27/2020,6:19:00,0,75,2,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VF01,4/26/2010,6:20:00,0,68,0,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,SAAN20,5/24/2010,6:20:00,2,73.4,2,PC,F,NA,"Sculley,  Mike"
NPSGULFCOASTNETWORK,VO10,5/21/2012,6:20:00,0,61,2,PC,F,2,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VF58,5/30/2012,6:20:00,0,73,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VF01,6/5/2013,6:20:00,0,74,0,PC,F,2,"Twedt, Daniel"
NPSGULFCOASTNETWORK,GUISMS36,6/9/2013,6:20:00,0,75.2,1,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,GUISFL13,6/11/2016,6:20:00,0,77,0,PC,F,1,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,GUISMS34,6/7/2017,6:20:00,0,72,2,PC,F,0,"Rohnke, Adam"
